order_id,delivery_partner_id,distance_km
340050407,68329,4.06
5927472701,95432,2.81
9216536492,83077,2.87
3742662928,75517,2.81
4797768073,88543,3.18
6767935470,44553,4.68
1963703928,70919,1.88
552470423,27605,3.92
739434870,55365,1.83
7930373606,54606,4.4
5374978054,63238,3.18
4361797433,59493,0.64
2002067527,71608,3.85
4228110436,24964,3.94
1251118825,17178,1.52
7165265639,71534,4.19
1255323701,78929,3.42
807934194,59454,4.99
7968718292,56005,4.24
2620531979,23093,1.54
6943430459,75360,3.14
5607355353,2135,3.49
6696352636,98726,2.78
9325920156,98397,3
2286477025,85060,3.01
6704773223,34344,4.68
1435353007,64672,3.36
8080970647,70168,1.56
5881633926,40430,3.38
4435459085,66771,1.72
6172529406,29606,4.24
9127879048,82835,4.96
3806545110,52602,0.92
6919395718,23311,2.54
5277462976,95207,3.75
3606274277,83884,3.95
2065203676,34566,3.91
4042066387,33983,4.43
3604982656,87446,3.17
1149676745,84700,1.02
3895011687,81696,4.37
772505056,3187,3.9
5574765914,8665,0.72
8812616740,66152,2.53
1486655525,69381,3.44
8423025639,63484,2.22
9020705185,92943,4.57
7719808698,28450,3.05
3414036630,37389,3.73
4157869967,51334,2.57
4873887251,769,2.77
8031946454,89696,2.72
8168056170,85462,0.57
3108512811,30893,2.16
1680591951,96631,4.57
559245731,20247,2.33
8655600303,71557,1.6
8247327365,11031,3.86
9153347285,3684,2.46
1977533409,4601,1.34
2433646621,67633,1.03
22830983,39491,1.59
1143763031,61900,1.67
8524056436,33639,3.93
4262338791,37767,1.32
187728451,36559,3.79
6754346312,88168,2.23
5790622967,37995,4.92
4305348838,11295,1.16
2902411553,73699,1.16
3691199770,72299,4.77
775709102,73558,1
5262508570,196,3.11
192109127,98838,2.64
1108215973,3643,0.96
1719134546,3235,1.4
5280263316,81900,1.87
9448306266,70480,0.55
8023626961,50594,1.49
1118405605,72673,0.56
8226034341,39659,4.97
6976835753,67913,0.59
9171564499,39820,2.2
5393607402,32010,3.76
5670040592,57209,3.5
6736891890,72028,3.45
1223255075,4873,3.99
8158413630,56303,4.08
7867573412,62986,2.24
1624690598,41423,1.09
8968945932,53832,1.18
1645212433,77571,4.25
9187046038,84082,1.42
9305357757,84853,1.02
8312320295,27452,2.96
3256941332,18290,1.42
8980502814,67937,4.79
9270396838,46248,1.87
2892588628,59145,4.94
8774158800,69717,2.44
2056131802,36835,4.41
3528007192,53884,0.97
2845333894,52847,2.58
6602340187,94455,4.65
721004875,61840,2.71
7435895360,89661,2.26
4217659083,94726,0.56
9710865146,9882,0.69
5375295409,21882,0.61
6286044248,56074,3.31
1708282193,34773,3.62
5746303677,24730,3.82
3271726381,5783,1.76
9802569856,93443,4.31
662460037,2466,4.74
8664447334,49008,4.11
3886370975,38359,3.43
3547006553,31328,4.41
2575965518,33262,1.24
1529363954,55211,0.78
8463856241,18824,4.41
2485242479,76138,3.71
9850673433,19635,1.39
2558680592,91792,1.77
2859167116,34127,0.66
1222236371,94531,4.79
344177904,86602,2.27
6126334783,33084,2.26
3742575364,22416,3.47
9272166174,31701,1.13
9416522701,14560,2.82
7305871805,57764,0.87
80296810,15362,2.47
2806868282,5821,3.65
707033578,33360,3.54
9026783092,51457,4.1
6229466619,63864,1.71
408720270,2311,1.09
8870165072,53009,0.8
1979319490,28727,1.06
840761323,88697,3.99
744721438,47635,4.3
7421707488,29051,1.44
1212718824,72361,4.18
9603256001,5981,2.98
5626888972,53381,2.32
2300753276,88145,1.49
869629562,80715,4.42
3429137520,82673,1.67
9957927297,17981,0.97
202466684,51649,1.48
8465721207,56612,2.05
6194827199,674,0.62
3942174431,9886,3.08
3189863462,54721,2.7
5923573134,74712,2.43
6659747528,93772,2.52
6037541687,39815,2.23
2585438297,93144,3.99
8065774615,66569,4.95
1816814476,42751,0.55
5278014717,87933,4.94
4265447949,34338,4
6752221435,71642,0.55
8943989258,43725,0.8
4068367936,95706,3.56
5735156904,89407,4.91
2405929115,83049,2.23
7913167260,69504,3.92
1989751369,1261,2.92
7338050095,68204,2.31
9950986048,46130,3.9
5098703807,46866,4.46
6937485392,42361,4.79
1266440097,43520,4.01
7415490509,48639,4.12
7284991749,4135,2.92
4645792703,36301,2.04
3174938939,50364,3.76
1752712049,67307,4.33
8187201830,55955,4.44
6900896329,97185,2.14
3793977529,52853,4.5
194459698,66295,1.01
9330447952,8867,3.13
2097372277,42338,0.71
7060954153,21872,1.89
2921310646,45581,4.35
3983082555,75005,2.56
4867298468,88574,1.6
3402631472,82219,4.47
1648146562,49114,3.06
5907766010,85975,4.11
9233577456,29353,4.29
4084808075,65980,0.66
7217049550,56744,2.87
1831943568,31014,1.86
8707473624,54941,4.9
7075868285,69398,3.48
5164162918,69542,3.51
2175298644,37111,2.91
5882568464,93909,2.42
7847708619,9898,2.54
6366048116,82257,2.19
4926287333,94821,2.68
5532838325,57010,3.85
2567996236,61790,1
2655613624,94896,1.78
7706089549,35200,3.96
8257370396,11969,1.33
8623808984,79827,3.27
7579506101,80056,2.05
8861024199,53729,0.54
7666131311,35447,4.09
103589925,83678,1.05
7346858138,83804,1.78
4963962664,10652,4.59
9069936094,80189,3.6
4665363191,15760,1.61
888510905,21909,1.18
6876091286,77863,1.57
2592923105,23178,4.84
2468550508,24846,3.31
5302956276,6274,3.16
9409714182,4084,0.86
1446221570,213,1.43
8250036360,65016,4.62
447464341,85334,4.08
15642223,43306,1.44
3285378238,8991,1.46
2356483296,38401,3.25
3382911339,84662,4.92
3690872026,56377,3.81
6755367585,56444,4.56
6835850079,92568,3.44
9345418784,24395,4.58
7185243614,27663,2.47
2319044818,66486,1.98
931834374,48992,1.72
8485398781,70167,0.62
9806464912,89278,4.41
8214365128,68269,2.87
137089318,32581,3.62
7615602420,91821,2.32
3995348964,62259,4.1
3816542830,38895,1.05
9665004924,98396,3.11
1728547597,80933,2.16
5311190131,30345,2.18
9581592141,70962,1.44
4848863693,56307,3.47
6374883107,32067,4.8
3270131216,44043,4.44
2643382562,74374,1.49
5212524996,13215,4.2
9594095277,61215,1.97
8375863419,89921,1.19
7523880783,23850,3.8
9670158103,18477,1.07
4344108631,39923,3.98
2237858,97945,3.86
3217791988,30480,2.99
3355718103,84679,1.81
9590518103,39579,3.73
6610120274,83714,0.9
1180899898,24863,2.5
8758992688,722,1.35
6965716176,48850,4.53
5527742274,98520,2.61
826610039,72915,3.04
3303891913,49372,2.77
2489292878,88759,4.76
8589851630,4917,1.23
4598897781,7752,3.07
6932356214,27028,1.35
3499004322,21541,2.4
7517620171,48840,0.54
172987148,66833,2.52
8347207794,88105,1.12
9472355181,69066,2.8
1315064289,62602,2.35
9371869941,6805,4.35
5184568404,17462,0.93
5891002534,79352,3.92
1479730711,36251,4.51
7651037338,62537,2.86
8763754537,16963,0.83
7683813608,86476,3.63
6722955128,18697,3.37
8259274680,17260,3.76
4620484274,25174,4.36
8260569466,74085,4.84
8498916204,89588,4.77
3209538967,78212,3.13
2570640420,99899,2.92
2066843639,37046,3.92
7402125753,26429,4.99
9171089443,27400,2.95
3272079644,98992,2.67
438111050,24502,1.32
7416160835,11914,1.33
4075074492,29293,2.96
5536024334,20631,0.83
2013140214,10693,0.51
1113582397,38869,3.55
1083928258,78940,0.64
4906957374,2235,0.79
1876614122,4985,4.12
6556180328,83805,4.26
7960553477,75158,4.56
6335972517,51928,1.39
6254948159,72597,4.42
7527936057,67699,2.96
6257851675,91732,4.45
6832610950,37323,1.51
5085005195,92179,4.3
2177207547,63474,1.62
3043364543,64723,0.6
2823404098,52689,4.66
646676955,90187,3.76
5756607486,19872,0.99
9373691795,89555,1.26
2611601543,21230,3.19
1491360686,45751,2.67
1824533423,37442,2.97
2913841018,45079,4.32
3141803761,54528,0.73
6184484468,97219,4.75
4599327740,43635,0.55
7479207574,23426,3.74
2996133401,8541,1.35
5972410040,62822,2.11
4007593324,36657,3.37
3428454405,81368,1.63
1160646195,53869,1.48
4376524554,75544,1.55
1519072771,40607,1.52
8203685394,92523,4.11
7906789850,16598,1.17
8073770046,37431,3.42
5190202949,98623,1.62
8542325207,38846,4.04
7566730050,47294,2.52
176509722,60612,1.92
1894603222,90546,3.9
2694800415,70355,3.85
5879390688,87608,2.02
1197715978,76039,3.68
7790696031,60613,4.31
2189360099,48011,4.48
3542041943,91300,3.35
9202469009,39748,3.89
3985829990,39267,1.63
4341872315,20388,1.37
4748123248,93163,2.43
99905061,1750,3.18
9118004489,57515,2.34
1696936610,10006,3.08
155669553,73940,0.77
2885541999,97766,0.83
2846340681,1441,2.36
963715332,74026,0.55
2807634451,10898,4.64
3046341241,42558,1.4
485687952,41920,1.05
7660904370,82481,4.8
9753033954,66167,3.49
9509887699,83668,1.44
1054122071,29382,2.96
9135272808,58954,3.77
597447215,56770,3.05
5562099656,78737,4.23
4122736828,47529,2.49
7238138072,70201,2.2
6244736404,74025,0.66
1297341963,78118,1.23
3842442278,34292,3.4
9576684860,49015,3.99
1592757566,26609,2.61
5060677329,2549,3.19
2241930006,48832,4.78
3246505078,70745,4.47
5870152806,41777,0.51
8919999754,49856,4.16
1080338783,11061,2.6
4641905606,94171,3.24
9456413999,38461,2.21
4764056827,25547,1.87
5168057633,64173,3.82
1442559656,4000,1.3
6590257283,85700,3.29
3429671763,8472,3.56
4750086089,57809,1.14
3204128006,62365,0.62
3171917027,41122,0.87
8814047085,68901,2.67
1889723479,87163,0.52
942025494,56953,3
4104444500,92907,4.02
7562260313,38550,4.56
7140244766,76465,1.81
7967974077,1899,1.08
7456822422,24881,1.45
4813468096,13299,2.52
8618576020,64047,4.62
3727646442,98620,1.11
9208156337,83940,1.92
8328118787,13593,1.32
580528836,72799,0.53
3350662630,8459,2.73
6716381725,96043,3.48
2249567137,63769,1.4
7484465509,58978,2.84
2577208156,61389,0.86
3321905621,26660,4.53
6686839282,53508,3.16
5095558661,65564,3.7
112658009,32553,4.54
1343610513,14791,1.57
7190610535,99603,3.79
5069426001,23515,4.78
5655369002,50372,1.89
5761530160,47945,2.31
4772519706,27293,2.96
8209051735,66797,3.48
4870391666,82421,4.36
7777975083,89484,2.56
8713948756,84056,3.45
6191050157,71004,2.74
4060449266,83557,4.42
5657605506,54862,3.88
8851743592,70212,2.89
4689717606,20091,2.84
2860246948,42770,1.18
2875550803,82986,2.92
5340575011,3517,0.68
7717156533,89557,4.13
8297255359,99111,1.36
7873234939,71249,4.38
3668515922,9368,1.86
8356690330,70661,0.86
3508620293,79725,1.6
9998297778,15629,4.71
3898421710,27328,4.58
3960980694,61707,1.33
5008395294,72163,2.33
3722869004,80036,4.82
8391555591,29388,4.15
8063730776,37119,2.05
9052752169,27976,0.58
7471416647,72270,3.97
848332407,41823,2.38
4062701987,76840,4.44
8723912832,80138,4.96
9099298435,21269,3.41
5645691241,8455,4.73
8258019846,96896,3.26
2732162016,82903,4.58
1561902412,71022,4.92
8979476889,43855,0.91
8373953053,37461,3.09
7021309133,86023,1.59
3447085029,97687,1.19
9284767341,38009,1.41
9770431940,70163,3.72
9650124390,58008,0.56
9826894858,52555,4.28
4466839873,15751,2.21
4331471900,95419,3.97
5777824005,9630,2.8
8795242622,20027,3.8
8561878376,59539,0.99
2113243643,46402,2.8
8497820340,12255,1.08
3167184563,86629,1.15
9997121955,27103,2.37
2954397481,20739,2.94
8125884987,31296,2.74
3765873352,8612,2.25
7733310993,31410,4.55
738093341,92844,4.73
1837574319,63956,1.22
2468420564,10759,2.91
5368005763,37844,4.25
3823949592,28356,1.48
6298008063,6083,3.69
2499190829,38976,1.74
491116137,46516,3.48
2206269404,3395,0.63
1330806043,67773,0.7
6770858376,40291,1.3
4466716432,5951,3.47
8292554686,678,1.94
4204069161,28632,1.36
